time,climate,response,phase
170,0.732374,1.842894,pre
171,0.739008,1.457795,pre
172,0.621304,3.525481,pre
173,0.435061,3.773157,pre
174,0.495583,2.066865,pre
175,0.696064,4.302118,pre
176,0.935127,3.489471,pre
177,0.882542,3.881965,pre
178,1.226995,3.583827,pre
179,0.844964,2.500404,pre
180,0.646783,3.033776,pre
181,0.89856,2.7891,pre
182,0.670171,2.132247,pre
183,1.081372,2.919897,pre
184,0.755736,2.528798,pre
185,1.31758,3.498292,pre
186,0.152827,2.905606,pre
187,0.39337,2.745626,pre
188,0.889276,3.830376,pre
189,0.848637,2.665474,pre
190,0.682145,4.314357,pre
191,0.146017,1.398901,pre
192,0.451972,3.405263,pre
193,0.921435,1.802293,pre
194,0.897832,3.257805,pre
195,0.502338,2.374067,pre
196,0.522613,2.557918,pre
197,0.226152,2.714275,pre
198,0.581282,3.769777,pre
199,0.698739,2.720514,pre
200,0.737387,3.818714,pre
201,1.077795,2.840048,pre
202,0.920859,2.02734,pre
203,0.769441,2.248815,pre
204,0.237323,1.164636,pre
205,0.546777,2.14325,pre
206,0.718666,2.562412,pre
207,0.299436,2.630557,pre
208,0.248459,1.866113,pre
209,0.106816,2.208472,pre
210,0.475979,2.772915,pre
211,0.220002,2.453163,pre
212,0.237808,1.384226,pre
213,0.319869,1.945832,pre
214,0.426211,2.493329,pre
215,0.504386,3.007218,pre
216,0.201042,1.495451,pre
217,0.359881,2.395549,pre
218,0.641519,1.837397,pre
219,0.528216,2.877063,pre
220,1.000586,2.089199,pre
221,0.149414,1.988593,pre
222,0.371336,1.783504,pre
223,0.316905,1.46137,pre
224,0.807676,1.603979,pre
225,0.175588,2.197512,pre
226,0.115519,2.555856,pre
227,0.511356,2.427726,pre
228,0.572707,3.356544,pre
229,0.503757,2.348966,pre
230,0.006275,1.931828,pre
231,0.150937,2.440052,pre
232,0.833097,1.932804,pre
233,-0.253475,2.76188,pre
234,0.655887,2.136132,pre
235,0.390718,3.854097,pre
236,0.02023,1.075857,pre
237,0.090813,1.464119,pre
238,-0.098171,2.583493,pre
239,0.045916,2.455379,pre
240,0.224007,1.880195,pre
241,0.276009,1.143947,pre
242,-0.392657,1.631656,pre
243,-0.001564,2.47205,pre
244,-0.005866,2.369844,pre
245,-0.116708,1.68871,pre
246,0.252539,1.611221,pre
247,0.314584,1.275556,pre
248,0.176975,1.800575,pre
249,-0.210352,2.076693,pre
250,0.014486,2.07346,pre
251,0.13048,3.132736,pre
252,0.079263,2.46494,pre
253,-0.352243,2.16686,pre
254,-0.118776,1.294544,pre
255,-0.238403,1.784532,pre
256,-0.064386,1.910102,pre
257,-0.095202,1.295005,pre
258,-0.328937,1.394439,pre
259,0.467787,1.096555,pre
260,0.227955,1.584664,pre
261,0.182022,1.212735,pre
262,-0.520734,1.203791,pre
263,0.087307,1.39027,pre
264,-0.288864,1.472558,pre
265,-0.166949,1.684139,pre
266,-0.841844,1.220524,pre
267,-0.288049,1.35488,pre
268,-0.09547,1.835991,pre
269,-0.754318,1.851427,pre
270,-0.256072,2.743645,pre
271,-0.382564,1.145926,pre
272,0.189468,1.514599,pre
273,-0.318156,1.408443,pre
274,-0.393349,2.354724,pre
275,-0.232501,1.093898,pre
276,-0.562447,1.155949,pre
277,-0.235348,1.678644,pre
278,-0.269981,1.835542,pre
279,-0.853844,1.865886,pre
280,-0.43664,1.001577,pre
281,-0.521524,0.983951,pre
282,-0.506524,2.142511,pre
283,-0.567433,0.784282,pre
284,-0.083359,2.133715,pre
285,-0.578943,1.495568,pre
286,-0.283299,1.005494,pre
287,-0.166102,1.151972,pre
288,-0.624812,0.803539,pre
289,-0.517428,1.032417,pre
290,-1.003937,1.416593,pre
291,-0.414585,1.277514,pre
292,-0.752827,0.697971,pre
293,-0.296416,0.922334,pre
294,-0.449094,0.945647,pre
295,-0.396377,0.824466,pre
296,-0.329256,1.302699,pre
297,-0.582409,1.381465,pre
298,-0.519838,1.242641,pre
299,-0.433881,0.831193,pre
300,-0.658158,1.042251,pre
301,-0.737157,1.109685,pre
302,-0.397907,1.0393539999999999,pre
303,-0.610908,0.731099,pre
304,-0.440925,0.853798,pre
305,-0.542896,0.873179,pre
306,-0.760119,0.933011,pre
307,-0.685248,0.882383,pre
308,-0.578695,0.679087,pre
309,-0.698706,1.666667,pre
310,-0.817996,1.276083,pre
311,-1.099394,1.164368,pre
312,-0.48645,0.610821,pre
313,-0.928561,1.067109,pre
314,-0.827321,0.726408,pre
315,-0.813225,0.792907,pre
316,-0.632428,0.414272,pre
317,-0.769293,0.681056,pre
318,-0.847034,0.911195,pre
319,-0.953757,0.442908,pre
320,-0.58712,0.766593,pre
321,-0.754164,0.684411,pre
322,-0.164579,1.200038,pre
323,-1.29666,0.78459,pre
324,-0.398797,0.608074,pre
325,-1.018767,0.797186,pre
326,-0.882621,0.568158,pre
327,-0.642787,0.735552,pre
328,-0.671133,0.795309,pre
329,-0.767074,0.434309,pre
330,-0.941876,0.679076,pre
331,-1.00781,0.591492,pre
332,-0.160406,0.571006,pre
333,-1.61597,0.546662,pre
334,-0.775745,0.89842,pre
335,-0.77115,0.55001,pre
336,-0.899784,0.822502,pre
337,-0.847797,0.927576,pre
338,-0.793653,0.560538,pre
339,-0.81871,0.611463,pre
340,-0.791521,0.359915,pre
341,-0.439787,0.630559,pre
342,-1.230961,0.46665,pre
343,-0.941746,0.832835,pre
344,-1.007674,0.59535,pre
345,-0.892776,0.666602,pre
346,-0.946838,0.75003,pre
347,-1.217993,0.532992,pre
348,-1.035439,0.610934,pre
349,-0.88346,0.641323,pre
350,-0.968248,0.503659,pre
351,-0.80369,0.501741,pre
352,-0.777767,0.67935,pre
353,-1.086341,0.573927,pre
354,-1.186015,0.651859,pre
355,-1.07598,0.561277,pre
356,-1.033893,0.492653,pre
357,-1.303336,0.551414,pre
358,-1.328502,0.590863,pre
359,-1.259002,0.496245,pre
360,-0.719323,0.472465,pre
361,-0.816497,0.337349,pre
362,-0.760783,0.625481,pre
363,-1.093154,0.384988,pre
364,-1.244915,0.421548,pre
365,-0.94461,0.423183,pre
366,-0.691198,0.526158,pre
367,-1.055228,0.486241,pre
368,-0.910911,0.393277,pre
369,-0.930847,0.382356,pre
370,-0.777664,0.562422,pre
371,-1.071973,0.49864000000000003,pre
372,-0.927748,0.76498,pre
373,-1.133734,0.271665,pre
374,-0.866702,0.686628,pre
375,-1.187586,0.33752,pre
376,-0.972082,0.416142,pre
377,-0.691721,0.522595,pre
378,-1.032448,0.509204,pre
379,-0.457602,0.463586,pre
380,-1.075828,0.384141,pre
381,-0.865248,0.341465,pre
382,-1.31981,0.883815,pre
383,-1.026223,0.219259,pre
384,-1.334974,0.48347,pre
385,-1.179616,0.449676,pre
386,-1.297589,0.383195,pre
387,-1.416946,0.440842,pre
388,-1.070344,0.446209,pre
389,-1.443853,0.416707,pre
390,-1.055758,0.445498,pre
391,-0.723322,0.653809,pre
392,-0.933097,0.311623,pre
393,-1.217777,0.363371,pre
394,-1.215003,0.354331,pre
395,-0.779527,0.438426,pre
396,-1.443555,0.380058,pre
397,-0.979099,0.289181,pre
398,-1.33936,0.32114,pre
399,-0.929135,0.396662,pre
400,-1.361494,0.394558,pre
401,-0.860238,0.439757,pre
402,-1.222951,0.446755,pre
403,-0.837492,0.34536,pre
404,-0.626193,0.321856,pre
405,-1.320162,0.293398,pre
406,-1.137586,0.365765,pre
407,-1.212699,0.299587,pre
408,-0.870342,0.255864,pre
409,-0.667038,0.271576,pre
410,-0.864748,0.474769,pre
411,-0.074487,0.435085,pre
412,-0.919123,0.456673,pre
413,-0.850095,0.336539,pre
414,-0.919887,0.247081,pre
415,-0.72217,0.403522,pre
416,-0.906289,0.515838,pre
417,-0.926353,0.356218,pre
418,-0.980366,0.394849,pre
419,-1.046995,0.40235,pre
420,-0.509026,0.481255,pre
421,-0.68316,0.34152,pre
422,-0.488974,0.388185,pre
423,-0.949258,0.300038,pre
424,-0.742919,0.414968,pre
425,-0.715494,0.310875,pre
426,-1.2106460000000001,0.389392,pre
427,-0.548348,0.491927,pre
428,-0.772677,0.402216,pre
429,-0.654795,0.63717,pre
430,-0.610375,0.347472,pre
431,-0.717033,0.452397,pre
432,-1.116029,0.256283,pre
433,-0.577603,0.368926,pre
434,-0.563977,0.265006,pre
435,-0.775527,0.311749,pre
436,-0.532622,0.282579,pre
437,-0.700281,0.265278,pre
438,-1.119715,0.318875,pre
439,-0.535709,0.230761,pre
440,-0.60288,0.339405,pre
441,-0.402265,0.479242,pre
442,-0.968438,0.418987,pre
443,-0.840442,0.298268,pre
444,-0.978368,0.296059,pre
445,-0.821633,0.471068,pre
446,-0.466705,0.226748,pre
447,-0.404972,0.381012,pre
448,-0.679993,0.249795,pre
449,-0.757853,0.385722,pre
450,-0.864025,0.245458,pre
451,-0.119105,0.433291,pre
452,-0.322649,0.286107,pre
453,-0.833207,0.479647,pre
454,-0.509411,0.523611,pre
455,-0.593796,0.267342,pre
456,-0.519884,0.300339,pre
457,-0.423043,0.316926,pre
458,0.043126,0.473359,pre
459,-0.224337,0.5043,pre
460,-0.382581,0.448161,pre
461,-0.703686,0.971363,pre
462,-0.065027,0.369809,pre
463,-0.290237,0.437714,pre
464,-0.360016,0.381889,pre
465,-0.513695,0.531319,pre
466,-0.785537,0.413581,pre
467,-0.175688,0.396634,pre
468,-0.427841,0.38065,pre
469,-0.096924,0.34446,pre
470,-0.097467,0.541846,pre
471,-0.373223,0.594727,pre
472,-0.455629,0.620953,pre
473,0.024366,0.401654,pre
474,-0.168474,0.505049,pre
475,-0.253919,0.458686,pre
476,0.027605,0.303885,pre
477,0.208864,0.5987,pre
478,-0.6278,0.448208,pre
479,-0.168778,0.540752,pre
480,0.018457,0.531921,pre
481,-0.398778,0.439729,pre
482,-0.354534,0.33538,pre
483,-0.543644,0.588639,pre
484,-0.216865,0.494423,pre
485,-0.348048,0.496147,pre
486,-0.470814,0.627219,pre
487,0.27008,0.499694,pre
488,-0.452408,0.316695,pre
489,-0.124464,0.665291,pre
490,-0.102498,0.529759,pre
491,0.02625,0.711362,pre
492,-0.378077,0.364734,pre
493,-0.007373,0.429698,pre
494,0.506729,0.402851,pre
495,0.309329,0.432833,pre
496,-0.231178,0.645115,pre
497,-0.108392,0.646855,pre
498,0.049856,0.544032,pre
499,0.167529,0.461568,pre
500,0.103161,0.416676,pre
501,-0.037111,0.887526,pre
502,0.221544,0.747163,pre
503,-0.099556,0.409627,pre
504,0.081062,0.612133,pre
505,0.144623,0.545684,pre
506,0.092635,0.612327,pre
507,0.300968,0.690106,pre
508,-0.08521,1.118092,pre
509,-0.038844,0.791169,pre
510,0.18936,0.687257,pre
511,0.023301,0.468793,pre
512,0.30354,0.882775,pre
513,-0.145552,0.749065,pre
514,0.098905,0.675709,pre
515,-0.283092,0.629368,pre
516,0.668502,0.476054,pre
517,0.283779,0.821648,pre
518,0.272745,0.67298,pre
519,0.134741,0.901117,pre
520,0.182471,0.918611,pre
521,-0.186999,0.669192,pre
522,0.253257,0.613015,pre
523,0.196624,0.941091,pre
524,0.405106,0.897574,pre
525,0.163785,0.767476,pre
526,0.405199,1.067522,pre
527,0.397224,1.24153,pre
528,0.762005,0.543831,pre
529,0.481043,0.877185,pre
530,0.611782,0.90662,pre
531,0.526984,0.649427,pre
532,0.209505,0.728722,pre
533,0.266419,0.548605,pre
534,0.366327,0.832825,pre
535,0.118517,0.637816,pre
536,0.692124,0.643482,pre
537,0.431679,1.28741,pre
538,0.474878,0.598982,pre
539,0.532518,0.853575,pre
540,0.785727,0.845343,pre
541,0.409106,1.082907,pre
542,0.252545,0.710785,pre
543,0.6627,1.022872,pre
544,0.250276,1.72619,pre
545,0.493783,1.367592,pre
546,0.564161,0.791954,pre
547,0.142648,0.904272,pre
548,0.555774,0.945917,pre
549,0.855151,1.244879,pre
550,0.742506,1.114026,pre
551,0.741386,0.931707,pre
552,0.593117,1.218819,pre
553,0.728048,0.892358,pre
554,0.510316,1.013081,pre
555,0.998851,1.136444,pre
556,0.599623,0.958803,pre
557,1.086356,1.31831,pre
558,0.162464,0.971919,pre
559,0.558928,0.96423,pre
560,0.750853,1.285338,pre
561,1.188961,1.023682,pre
562,0.4744,1.289704,pre
563,0.773341,0.858258,pre
564,0.548988,1.042784,pre
565,0.549737,0.739597,pre
566,0.994195,2.028345,pre
567,0.719873,1.314839,pre
568,0.466602,1.341438,pre
569,0.800979,1.184472,pre
570,0.873629,1.233829,pre
571,0.599901,0.814802,pre
572,0.712004,1.253991,pre
573,1.136132,1.167125,pre
574,0.752839,1.5175,pre
575,0.145091,1.118005,pre
576,1.022334,1.595314,pre
577,0.66022,1.523959,pre
578,0.844869,2.405885,pre
579,0.98121,1.594206,pre
580,0.266119,1.995974,pre
581,1.278719,1.655802,pre
582,1.343442,1.248139,pre
583,0.65075,1.399555,pre
584,1.111368,1.544386,pre
585,1.561657,1.225008,pre
586,0.615065,1.76399,pre
587,1.087001,1.565293,pre
588,0.645908,1.837568,pre
589,0.747049,1.759554,pre
590,0.813049,2.117086,pre
591,0.865725,1.436822,pre
592,1.299869,1.291354,pre
593,1.209161,1.978314,pre
594,1.189985,1.329462,pre
595,1.043294,1.533814,pre
596,1.167232,1.665543,pre
597,0.894348,1.142642,pre
598,0.814363,1.687636,pre
599,0.713696,2.514357,pre
600,0.720896,2.473011,pre
601,1.177164,1.992256,pre
602,0.835566,1.980689,pre
603,0.663739,1.93698,pre
604,1.36999,1.78178,pre
605,1.365983,3.01632,pre
606,1.262007,1.827782,pre
607,0.952922,3.014759,pre
608,0.563326,1.203363,pre
609,1.213115,1.771596,pre
610,1.019192,2.041703,pre
611,0.82416,3.192284,pre
612,1.003464,1.580976,pre
613,0.896227,2.16129,pre
614,1.250356,1.740001,pre
615,0.659072,1.785536,pre
616,1.301762,2.66781,pre
617,0.905046,2.033538,pre
618,1.15817,1.544105,pre
619,0.810641,2.112945,pre
620,1.162441,2.262245,pre
621,0.598289,1.873506,pre
622,0.733944,1.950975,pre
623,1.330402,3.259955,pre
624,0.352175,2.006404,pre
625,1.172777,1.16903,pre
626,1.003306,2.584098,pre
627,0.692744,2.02133,pre
628,0.861118,2.340488,pre
629,1.064069,2.396194,pre
630,0.954378,1.281538,pre
631,1.108689,3.588529,pre
632,1.098242,3.594736,pre
633,1.560846,2.010581,pre
634,0.873359,2.835997,pre
635,1.134765,4.796012,pre
636,0.934651,1.835246,pre
637,0.654421,2.978564,pre
638,1.086265,1.906684,pre
639,0.568442,2.215512,pre
640,1.172761,2.355093,pre
641,1.000082,2.556783,pre
642,1.135336,3.849512,pre
643,0.748583,3.20417,pre
644,0.885737,3.155466,pre
645,0.713776,2.978083,pre
646,1.224389,2.850595,pre
647,0.59841,2.56533,pre
648,1.166044,2.236458,pre
649,1.028189,1.952674,pre
650,1.176804,2.135317,pre
651,1.010796,3.415701,pre
652,1.153737,2.363984,pre
653,0.900303,1.993054,pre
654,0.692986,3.853106,pre
655,0.415394,4.092429,pre
656,1.318835,3.39774,pre
657,1.241271,2.612526,pre
658,0.474945,1.782289,pre
659,1.182667,3.220656,pre
660,0.762779,2.827949,pre
661,1.028687,2.271771,pre
662,0.763934,2.668155,pre
663,1.290742,2.534806,pre
664,1.217191,3.22889,pre
665,1.160595,1.964367,pre
666,0.757924,3.559803,pre
667,0.776979,2.387922,pre
668,0.898272,3.077317,pre
669,0.722379,2.290877,pre
670,0.554977,2.966277,pre
671,0.789572,1.800869,pre
672,0.563894,2.155954,pre
673,0.905548,4.185319,pre
674,0.700446,1.433802,pre
675,0.728176,3.407574,pre
676,0.385481,2.514803,pre
677,1.220978,2.004288,pre
678,0.754139,2.338081,pre
679,0.708423,3.128257,pre
680,1.064196,2.649484,pre
681,0.511022,3.076796,pre
682,0.572491,3.306703,pre
683,0.925808,4.30341,pre
684,0.942846,2.30364,pre
685,0.30055,3.20481,pre
686,0.747703,2.631115,pre
687,0.755825,1.902403,pre
688,0.746056,2.806182,pre
689,0.960252,1.757602,pre
690,0.334886,3.164123,pre
691,0.576324,2.825129,pre
692,0.318021,2.943844,pre
693,0.605305,2.153425,pre
694,0.353647,2.484104,pre
695,0.57593,1.894644,pre
696,0.697169,3.091153,pre
697,0.773657,1.822574,pre
698,0.563961,3.15911,pre
699,0.601979,2.920479,pre
700,0.574579,3.113002,pre
701,0.476747,2.933248,pre
702,0.570029,3.071744,pre
703,0.169465,2.373266,pre
704,0.19684,1.843995,pre
705,0.457616,1.433366,pre
706,0.08764,3.429924,pre
707,0.658448,3.550216,pre
708,0.158585,1.690292,pre
709,0.467175,3.233263,pre
710,0.455583,2.307113,pre
711,0.928528,3.065576,pre
712,0.217534,2.021692,pre
713,0.131966,3.60319,pre
714,0.84371,3.164299,pre
715,-0.0213,3.459895,pre
716,0.308446,1.969438,pre
717,0.657166,2.195432,pre
718,0.389948,2.50284,pre
719,0.414451,2.060809,pre
720,0.686456,1.570886,pre
721,0.494461,2.196097,pre
722,0.018911,1.809214,pre
723,0.376641,2.691267,pre
724,0.121198,2.108047,pre
725,0.482406,2.023252,pre
726,0.331052,1.613598,pre
727,0.285469,3.218219,pre
728,-0.201727,2.101305,pre
729,0.399701,2.058097,pre
730,0.325985,2.996128,pre
731,-0.147217,1.711538,pre
732,0.039912,1.806731,pre
733,0.072402,2.314084,pre
734,0.352571,2.502672,pre
735,-0.204754,1.346989,pre
736,-0.144438,2.04602,pre
737,0.267732,2.132294,pre
738,0.156352,2.122588,pre
739,0.052002,2.456664,pre
740,0.193007,1.409217,pre
741,0.049938,1.706991,pre
742,-0.353981,1.309707,pre
743,-0.211427,1.793621,pre
744,0.196877,1.376081,pre
745,-0.227517,1.708261,pre
746,0.411836,2.094764,pre
747,0.40838,2.0048,pre
748,-0.342592,1.900302,pre
749,0.275051,1.743981,pre
750,0.033613,1.783747,pre
751,0.050744,1.596584,pre
752,-0.005062,1.691734,pre
753,0.052333,1.228605,pre
754,-0.150039,1.149776,pre
755,-0.205071,1.492328,pre
756,0.361008,1.088288,pre
757,-0.3063,1.918813,pre
758,-0.275671,1.112717,pre
759,-0.392151,1.603644,pre
760,-0.05522,1.469,pre
761,-0.294818,2.619788,pre
762,-0.12728,1.298299,pre
763,-0.084852,1.039019,pre
764,0.442381,2.250071,pre
765,-0.509442,0.939764,pre
766,0.102662,1.339672,pre
767,-0.180211,1.99439,pre
768,-0.529043,1.467096,pre
769,0.250355,1.431495,pre
770,0.098273,1.925408,pre
771,-0.135265,1.826356,pre
772,0.190393,1.021311,pre
773,-0.200254,1.433142,pre
774,-0.369812,1.065097,pre
775,-0.064405,1.45113,pre
776,-0.003223,1.359565,pre
777,-0.789886,1.348355,pre
778,-0.248425,0.812997,pre
779,-0.088368,1.520026,pre
780,-0.232439,1.420207,pre
781,-0.453453,0.98244,pre
782,-0.52991,1.043527,pre
783,-0.487463,1.008145,pre
784,-0.368209,1.351698,pre
785,-0.505358,0.792542,pre
786,-0.41208,0.87691,pre
787,-0.299684,1.25865,pre
788,-0.272941,1.166133,pre
789,-0.50811,1.121743,pre
790,-0.718732,1.181351,pre
791,-0.513573,0.997141,pre
792,-0.479524,0.761528,pre
793,-1.033222,0.85554,pre
794,-1.000486,1.289064,pre
795,-0.607845,0.79739,pre
796,-0.743896,1.409613,pre
797,-0.675142,1.494036,pre
798,-0.73693,0.672614,pre
799,-1.115521,1.431031,pre
800,-0.657038,0.956002,pre
801,-0.705226,1.081833,pre
802,-0.691863,1.055118,pre
803,-0.807263,1.07411,pre
804,-0.279302,0.890462,pre
805,-0.740712,0.858246,pre
806,-0.821101,1.355481,pre
807,-0.631468,0.739987,pre
808,-0.627314,0.824055,pre
809,-0.573119,0.684558,pre
810,-1.114378,0.94623,pre
811,-0.471383,0.71798,pre
812,-0.737996,0.818633,pre
813,-0.664601,0.889107,pre
814,-0.815221,1.759646,pre
815,-0.842477,0.53294,pre
816,-0.644825,1.024566,pre
817,-0.674636,0.890655,pre
818,-0.780519,0.561026,pre
819,-0.617308,1.409451,pre
820,-0.479738,1.029617,pre
821,-1.008863,0.919597,pre
822,-0.897376,1.239657,pre
823,-0.833925,0.828473,pre
824,-1.118985,0.713412,pre
825,-0.582505,0.912024,pre
826,-0.830205,1.02827,pre
827,-1.121601,0.451175,pre
828,-0.779095,0.791627,pre
829,-0.8941,0.929808,pre
830,-0.971838,0.836576,pre
831,-1.036624,0.626255,pre
832,-0.385275,0.544392,pre
833,-0.55551,0.624169,pre
834,-1.011972,0.646498,pre
835,-0.81299,0.618661,pre
836,-0.837109,0.688372,pre
837,-0.702199,0.717513,pre
838,-1.01442,0.750546,pre
839,-0.477624,0.634822,pre
840,-0.728066,0.478799,pre
841,-0.753395,0.656221,pre
842,-1.022167,0.604584,pre
843,-0.66662,0.348165,pre
844,-0.752067,0.378939,pre
845,-0.772562,0.512825,pre
846,-1.118987,0.480462,pre
847,-0.857171,0.458299,pre
848,-0.978215,0.478176,pre
849,-0.932535,0.374427,pre
850,-0.924487,0.506332,pre
851,-1.276081,0.52704,pre
852,-0.891279,0.523269,pre
853,-1.293086,0.459101,pre
854,-0.911077,0.721438,pre
855,-0.572207,0.493028,pre
856,-0.679926,0.441767,pre
857,-0.880738,0.523034,pre
858,-1.242633,0.517682,pre
859,-1.109347,0.59915,pre
860,-0.975387,0.338114,pre
861,-1.151619,0.58096,pre
862,-0.971604,0.502686,pre
863,-1.230876,0.546683,pre
864,-0.858359,0.449436,pre
865,-1.022329,0.457424,pre
866,-1.175003,0.549622,pre
867,-1.178954,0.543702,pre
868,-1.096393,0.454233,pre
869,-0.943537,0.51497,pre
870,-0.961532,0.623279,pre
871,-1.031982,0.364373,pre
872,-1.210882,0.44041400000000003,pre
873,-0.690615,0.46529,pre
874,-0.93111,0.344858,pre
875,-1.119932,0.518981,pre
876,-1.030969,0.433827,pre
877,-0.871484,0.33657,pre
878,-1.448454,0.447881,pre
879,-1.310566,0.412138,pre
880,-1.232024,0.374006,pre
881,-0.782592,0.367814,pre
882,-1.045832,0.697565,pre
883,-0.826409,0.553058,pre
884,-1.102283,0.3615,pre
885,-0.678182,0.43356,pre
886,-0.709957,0.457532,pre
887,-0.905428,0.52236,pre
888,-1.301535,0.363623,pre
889,-1.042995,0.642191,pre
890,-1.324058,0.43955,pre
891,-1.373783,0.491253,pre
892,-1.185374,0.373209,pre
893,-0.759313,0.481665,pre
894,-0.686874,0.506007,pre
895,-0.908161,0.465683,pre
896,-0.79998,0.311984,pre
897,-1.151914,0.468245,pre
898,-1.004319,0.377058,pre
899,-1.26705,0.426502,pre
900,-0.994007,0.400894,pre
901,-0.389563,0.27624,pre
902,-0.869964,0.417217,pre
903,-0.905728,0.29432,pre
