time,climate,response,phase
132,0.916701,3.959837,pre
133,1.308982,1.618753,pre
134,1.288752,2.757877,pre
135,0.984066,1.829788,pre
136,0.794077,4.740145,pre
137,0.935703,3.334512,pre
138,0.804986,2.660791,pre
139,1.032801,3.292957,pre
140,1.022419,1.872071,pre
141,0.822387,1.813713,pre
142,0.950711,2.325294,pre
143,0.747988,2.448151,pre
144,1.046767,2.856192,pre
145,1.34382,2.496988,pre
146,0.69762,2.139027,pre
147,1.004552,2.039491,pre
148,0.885816,2.553016,pre
149,0.97521,2.731131,pre
150,0.843846,3.5132,pre
151,0.369234,2.790233,pre
152,1.262917,1.731016,pre
153,0.760059,2.544422,pre
154,1.011266,3.083602,pre
155,1.136484,2.134058,pre
156,1.016018,5.025318,pre
157,0.736987,2.255452,pre
158,0.683071,3.579832,pre
159,1.251157,2.517489,pre
160,1.046526,3.334048,pre
161,1.13714,3.093933,pre
162,1.154821,2.459169,pre
163,1.300013,2.226317,pre
164,0.707359,3.107804,pre
165,0.502594,3.006592,pre
166,1.339402,2.290763,pre
167,0.710615,2.857229,pre
168,0.651471,2.578908,pre
169,0.888862,2.125034,pre
170,1.17383,2.452724,pre
171,0.936964,2.374818,pre
172,1.182008,2.842377,pre
173,0.426818,1.473021,pre
174,1.007575,3.055236,pre
175,0.905783,2.357203,pre
176,1.029681,1.354302,pre
177,0.926298,2.873171,pre
178,0.564893,3.885767,pre
179,0.936161,3.559017,pre
180,0.91189,2.45038,pre
181,1.224727,2.691178,pre
182,0.11128300000000001,2.682474,pre
183,0.784223,3.797266,pre
184,1.025285,3.664865,pre
185,0.799501,2.910153,pre
186,0.727535,2.257779,pre
187,0.637406,2.592101,pre
188,0.753077,2.268951,pre
189,1.093326,2.692788,pre
190,0.825657,2.637443,pre
191,0.85161,2.263833,pre
192,0.87991,2.888632,pre
193,0.679507,2.167802,pre
194,0.787361,2.728774,pre
195,0.948734,3.867911,pre
196,0.374618,2.09349,pre
197,0.470748,2.771497,pre
198,0.20729,2.517971,pre
199,0.507958,2.818483,pre
200,-0.196763,2.400133,pre
201,0.801658,1.445643,pre
202,0.908333,3.570857,pre
203,0.460184,2.137331,pre
204,0.480948,2.800456,pre
205,0.580734,3.128614,pre
206,0.553523,2.62807,pre
207,0.177877,2.036217,pre
208,0.573726,1.952004,pre
209,0.578083,3.486048,pre
210,0.59747,2.808816,pre
211,0.744928,3.306851,pre
212,0.317158,3.085567,pre
213,0.706292,3.860036,pre
214,0.756,2.164367,pre
215,0.019278,1.765395,pre
216,0.210554,4.076463,pre
217,0.237792,2.255709,pre
218,0.764593,2.001179,pre
219,0.611785,2.50659,pre
220,0.411395,2.964943,pre
221,0.29011,2.471532,pre
222,0.059312,3.21657,pre
223,0.097078,1.510762,pre
224,-0.176408,2.663911,pre
225,0.501631,2.475045,pre
226,-0.237448,2.566966,pre
227,0.085356,2.603779,pre
228,-0.153546,1.722175,pre
229,0.114534,2.60994,pre
230,0.640012,2.276981,pre
231,0.177353,3.352236,pre
232,0.597384,1.165435,pre
233,-0.145338,2.186144,pre
234,0.640719,2.445246,pre
235,0.269197,2.247654,pre
236,0.215949,2.105737,pre
237,-0.11766,1.793202,pre
238,-0.042719,2.062975,pre
239,-0.045233,3.159344,pre
240,0.473062,2.413755,pre
241,-0.227773,2.403103,pre
242,0.25019,2.262446,pre
243,-0.123587,2.087581,pre
244,0.086886,2.389237,pre
245,0.007543,2.714788,pre
246,0.350804,1.591472,pre
247,0.019664,1.672304,pre
248,0.212017,1.161559,pre
249,-0.124568,1.578372,pre
250,-0.220825,0.852945,pre
251,-0.153589,2.117369,pre
252,-0.017236,2.321461,pre
253,0.001452,1.594655,pre
254,0.137641,1.526652,pre
255,-0.226344,1.800454,pre
256,-0.180351,1.729881,pre
257,-0.241844,1.185497,pre
258,-0.102501,1.843441,pre
259,-0.642722,1.71649,pre
260,0.190494,1.899254,pre
261,-0.414285,1.942438,pre
262,-0.06569,1.415064,pre
263,-0.235871,2.064481,pre
264,-0.452777,2.187829,pre
265,-0.35533,1.085149,pre
266,0.010416,1.28147,pre
267,0.370624,1.264251,pre
268,-0.272528,2.20366,pre
269,-0.034306,1.913159,pre
270,-0.220204,1.54082,pre
271,-0.490208,1.461415,pre
272,0.258445,1.007381,pre
273,-0.275331,1.144926,pre
274,-0.028742,0.854649,pre
275,-0.166953,1.850005,pre
276,-0.350154,0.780922,pre
277,-0.059677,1.053401,pre
278,0.200822,0.77731,pre
279,-0.581961,1.217615,pre
280,-0.090768,1.755488,pre
281,-0.551839,1.137976,pre
282,-0.467894,1.819303,pre
283,-0.534401,0.847472,pre
284,-0.199115,1.766508,pre
285,-0.711622,1.382624,pre
286,-0.656537,1.316387,pre
287,-0.614559,0.911579,pre
288,-0.291248,0.905392,pre
289,-0.829098,0.896876,pre
290,-0.814901,1.652451,pre
291,-0.782223,0.771169,pre
292,-0.543972,1.177601,pre
293,-0.833074,0.948518,pre
294,-0.913813,1.054011,pre
295,-0.280396,1.004782,pre
296,-0.618254,1.459246,pre
297,-0.326532,1.094394,pre
298,-0.544381,1.321456,pre
299,-0.711926,0.898167,pre
300,-0.680449,0.75746,pre
301,-1.059504,0.856187,pre
302,-0.962533,0.989028,pre
303,-0.183782,0.919344,pre
304,-1.04824,1.035928,pre
305,-0.157395,0.832139,pre
306,-0.812006,0.831986,pre
307,-0.124729,0.812824,pre
308,-0.502691,0.897044,pre
309,-0.637008,0.507463,pre
310,-1.188848,1.156248,pre
311,-0.751798,0.758392,pre
312,-0.37204,0.929299,pre
313,-0.407594,0.768321,pre
314,-0.610225,0.574262,pre
315,-0.774989,0.697544,pre
316,-0.159956,0.89602,pre
317,-0.275621,1.52136,pre
318,-0.825236,0.795572,pre
319,-0.951547,0.937646,pre
320,-0.34166,0.844966,pre
321,-0.922637,0.610793,pre
322,-0.747198,1.207214,pre
323,-0.821925,0.788581,pre
324,-0.764568,1.03332,pre
325,-0.441463,0.88773,pre
326,-0.809944,0.70128,pre
327,-0.564371,1.017929,pre
328,-1.069649,1.285382,pre
329,-0.443486,0.604152,pre
330,-1.109803,0.841999,pre
331,-0.372935,0.547018,pre
332,-0.185734,0.565523,pre
333,-0.756155,0.625829,pre
334,-0.853774,0.823241,pre
335,-0.924157,0.495931,pre
336,-0.785625,0.472097,pre
337,-0.962549,0.563884,pre
338,-0.763149,0.703053,pre
339,-0.991074,0.453026,pre
340,-0.687389,0.484731,pre
341,-0.553613,0.428221,pre
342,-0.965484,0.5546,pre
343,-1.416742,0.435789,pre
344,-1.095072,0.37823,pre
345,-1.164306,0.764248,pre
346,-0.930081,0.532911,pre
347,-1.05858,0.755248,pre
348,-0.721512,0.554589,pre
349,-0.897017,0.527483,pre
350,-0.933669,0.503597,pre
351,-0.759665,0.329507,pre
352,-1.210014,0.385923,pre
353,-1.005404,0.768941,pre
354,-1.224273,0.37271,pre
355,-0.967025,0.8083,pre
356,-1.437731,0.442286,pre
357,-1.215037,0.832536,pre
358,-1.039055,0.565329,pre
359,-0.775277,0.561542,pre
360,-0.326892,0.290151,pre
361,-1.042152,0.454629,pre
362,-1.089134,0.723577,pre
363,-1.355582,0.663169,pre
364,-0.973311,0.55865,pre
365,-0.697451,0.483764,pre
366,-0.738155,0.822352,pre
367,-1.068998,0.81142,pre
368,-0.930815,0.436812,pre
369,-1.1018,0.395812,pre
370,-1.180921,0.698122,pre
371,-1.474676,0.375435,pre
372,-1.275065,0.444848,pre
373,-0.958271,0.411067,pre
374,-1.042692,0.443832,pre
375,-1.025418,0.642963,pre
376,-0.994136,0.457837,pre
377,-1.042477,0.546436,pre
378,-1.094787,0.375435,pre
379,-1.134485,0.629309,pre
380,-0.838897,0.348009,pre
381,-1.211803,0.703465,pre
382,-0.754168,0.844623,pre
383,-1.22393,0.504451,pre
384,-0.745442,0.410577,pre
385,-1.343869,0.395142,pre
386,-0.908166,0.432585,pre
387,-1.05597,0.378464,pre
388,-0.929317,0.44636,pre
389,-0.700555,0.351394,pre
390,-0.887483,0.520159,pre
391,-1.131531,0.564879,pre
392,-0.71353,0.38209,pre
393,-1.005774,0.233948,pre
394,-0.942689,0.326015,pre
395,-1.141656,0.303587,pre
396,-0.769803,0.413119,pre
397,-0.677821,0.367501,pre
398,-1.066106,0.515543,pre
399,-0.686582,0.422363,pre
400,-0.873219,0.410794,pre
401,-1.270021,0.454749,pre
402,-0.803669,0.29058,pre
403,-0.725706,0.326214,pre
404,-0.710654,0.282443,pre
405,-0.642755,0.387907,pre
406,-1.019363,0.217826,pre
407,-1.062532,0.280146,pre
408,-0.997682,0.334634,pre
409,-0.727863,0.439392,pre
410,-1.17558,0.714722,pre
411,-0.877802,0.34147,pre
412,-0.850003,0.307482,pre
413,-0.963364,0.259749,pre
414,-0.872912,0.35646,pre
415,-0.605531,0.435488,pre
416,-0.64126,0.502539,pre
417,-0.800083,0.347169,pre
418,-1.651094,0.388242,pre
419,-0.774251,0.328033,pre
420,-0.644016,0.267403,pre
421,-0.963487,0.214579,pre
422,-0.91693,0.27173,pre
423,-0.78833,0.429018,pre
424,-0.465226,0.346995,pre
425,-0.265303,0.355077,pre
426,-0.360479,0.356533,pre
427,-0.885581,0.327595,pre
428,-0.777891,0.35525,pre
429,-0.468872,0.321691,pre
430,-0.985896,0.41783,pre
431,-0.958643,0.3016,pre
432,-0.470327,0.455936,pre
433,-0.623612,0.279152,pre
434,-0.713531,0.473551,pre
435,-0.367546,0.265418,pre
436,-0.852023,0.428106,pre
437,-0.659946,0.331472,pre
438,-0.645378,0.37638,pre
439,-0.685524,0.510256,pre
440,-0.601667,0.437444,pre
441,-0.926297,0.328827,pre
442,-0.439592,0.484584,pre
443,-1.057731,0.37611,pre
444,-0.441024,0.408685,pre
445,-0.414685,0.299363,pre
446,-0.82448,0.499618,pre
447,-0.634084,0.506762,pre
448,-0.676177,0.341592,pre
449,-0.105335,0.496461,pre
450,-0.661824,0.426205,pre
451,-0.597105,0.28562,pre
452,-0.857935,0.469295,pre
453,-0.570589,0.520158,pre
454,-0.348262,0.497889,pre
455,-0.565497,0.551616,pre
456,-0.769313,0.358045,pre
457,-0.25227,0.347837,pre
458,-0.583857,0.3587,pre
459,-0.248652,0.479645,pre
460,-0.139086,0.310935,pre
461,-0.513047,0.419137,pre
462,-0.15377,0.466352,pre
463,-0.619135,0.350518,pre
464,-0.324263,0.410581,pre
465,-0.146045,0.624589,pre
466,-0.212694,0.541983,pre
467,-0.528311,0.410135,pre
468,-0.481244,0.199721,pre
469,-0.205082,0.434077,pre
470,-0.540847,0.58269,pre
471,-0.477573,0.372909,pre
472,-0.066159,0.428065,pre
473,-0.189695,0.412529,pre
474,-0.345726,0.65481,pre
475,-0.21204,0.738362,pre
476,-9.83e-4,0.74508,pre
477,-0.337092,0.395422,pre
478,0.135857,0.450428,pre
479,-0.307538,0.601638,pre
480,-0.224458,0.376041,pre
481,-0.306105,0.372235,pre
482,0.243066,0.651554,pre
483,-0.483858,0.529587,pre
484,-0.259029,0.517322,pre
485,-0.255601,0.702874,pre
486,-0.194407,0.437623,pre
487,-0.633943,0.550243,pre
488,0.006161,0.511303,pre
489,-0.418395,0.51009,pre
490,-0.308884,0.536794,pre
491,-0.262242,0.38976,pre
492,-0.317037,0.655775,pre
493,-0.361973,0.352143,pre
494,-0.112793,0.60769,pre
495,-0.207374,0.663091,pre
496,0.223889,0.400202,pre
497,-0.511209,0.571154,pre
498,0.136912,0.50148,pre
499,0.291802,0.937634,pre
500,0.259089,0.506655,pre
501,-0.024814,0.535193,pre
502,0.050917,0.399179,pre
503,0.082318,0.526728,pre
504,0.271564,0.701849,pre
505,0.156674,0.559221,pre
506,-0.152745,0.428683,pre
507,0.551475,0.763457,pre
508,0.067819,0.53722,pre
509,-0.21009,0.732664,pre
510,-0.153283,0.878672,pre
511,0.30969,0.57373,pre
512,-0.048841,0.881162,pre
513,0.249566,0.580366,pre
514,0.724052,0.67392,pre
515,-0.422284,0.915324,pre
516,0.151803,0.87648,pre
517,0.293176,0.628153,pre
518,0.047755,0.589992,pre
519,-0.338124,0.913703,pre
520,0.025934,0.608697,pre
521,0.080943,0.637434,pre
522,0.227704,0.883674,pre
523,0.173363,0.790253,pre
524,0.081256,0.689851,pre
525,0.474744,0.746738,pre
526,-0.233967,1.003124,pre
527,0.451519,0.742208,pre
528,0.226568,1.092317,pre
529,0.332969,0.76326,pre
530,0.464967,0.752212,pre
531,0.333083,0.723042,pre
532,0.311395,1.244937,pre
533,0.448712,0.576746,pre
534,0.511497,0.815937,pre
535,0.388968,0.728931,pre
536,0.342856,0.888559,pre
537,0.608498,0.469665,pre
538,-0.016371,0.977853,pre
539,0.166598,0.585047,pre
540,0.34936,0.736813,pre
541,0.758672,0.789199,pre
542,0.642254,0.69052,pre
543,0.484698,0.703633,pre
544,0.970678,0.861564,pre
545,0.585001,0.893663,pre
546,0.566733,1.313121,pre
547,0.782153,0.58432,pre
548,0.445884,1.160462,pre
549,0.51805,1.336326,pre
550,0.346538,1.243397,pre
551,0.850582,0.970116,pre
552,0.947772,1.064916,pre
553,0.541963,1.05689,pre
554,0.518286,1.276159,pre
555,0.715872,1.122268,pre
556,0.909825,0.840678,pre
557,0.364651,1.827053,pre
558,0.560298,1.143793,pre
559,0.81501,0.923403,pre
560,0.422337,0.838743,pre
561,0.42057,1.472774,pre
562,0.519678,0.934201,pre
563,0.71198,1.221283,pre
564,0.614643,2.05961,pre
565,0.71322700000000006,0.643592,pre
566,0.741864,1.278501,pre
567,0.691203,1.367405,pre
568,0.492338,0.964941,pre
569,0.551169,0.6893,pre
570,0.709535,1.075523,pre
571,0.846881,1.100977,pre
572,0.384356,1.292521,pre
573,0.665147,1.224845,pre
574,0.902222,1.117061,pre
575,0.817743,1.579601,pre
576,0.756538,0.838748,pre
577,0.867254,1.449187,pre
578,0.548487,1.108689,pre
579,1.12957,1.261903,pre
580,0.984757,1.642655,pre
581,0.945656,1.490517,pre
582,0.871759,1.358888,pre
583,0.764933,1.54742,pre
584,0.68148,1.71882,pre
585,0.96027,1.446822,pre
586,0.820901,1.477796,pre
587,1.327864,1.848293,pre
588,1.371705,0.970298,pre
589,1.066754,1.109532,pre
590,1.190534,1.536982,pre
591,1.00451,2.081062,pre
592,0.639619,1.694861,pre
593,0.727483,1.581619,pre
594,0.500673,2.536464,pre
595,0.883623,1.614289,pre
596,0.637867,1.836883,pre
597,1.149831,2.232342,pre
598,1.145932,1.667277,pre
599,0.959046,1.619275,pre
600,0.385802,1.353204,pre
601,0.958807,2.114145,pre
602,1.106149,2.799482,pre
603,1.342384,1.808419,pre
604,1.38694,1.62631,pre
605,1.120116,1.911914,pre
606,1.096929,2.449725,pre
607,0.78515,1.509137,pre
608,0.898295,1.806048,pre
609,1.211088,2.384228,pre
610,1.534519,1.427791,pre
611,0.724782,1.671166,pre
612,1.094115,1.801509,pre
613,0.946567,2.019419,pre
614,1.087771,1.893854,pre
615,1.313891,2.117359,pre
616,0.799263,1.901919,pre
617,0.968935,2.00614,pre
618,0.757352,1.647761,pre
619,1.175371,1.728699,pre
620,1.360509,2.150298,pre
621,1.020545,2.185657,pre
622,0.990609,1.5121,pre
623,1.083475,1.857193,pre
624,1.410515,2.592343,pre
625,1.227286,2.288639,pre
626,0.916261,1.850845,pre
627,0.849642,2.54051,pre
628,0.814356,1.727997,pre
629,1.256886,3.036185,pre
630,1.039834,2.465562,pre
631,1.183022,2.609996,pre
632,1.02071,2.323956,pre
633,1.23832,2.103745,pre
634,0.915315,1.914811,pre
635,1.207149,2.75489,pre
636,0.953005,2.304372,pre
637,0.778637,4.128145,pre
638,0.998884,4.440819,pre
639,1.16651,2.99014,pre
640,1.088879,3.282373,pre
641,0.89934,2.526813,pre
642,0.998175,1.848357,pre
643,1.362706,2.15626,pre
644,0.926175,1.696942,pre
645,0.705737,2.553998,pre
646,0.997452,1.847223,pre
647,0.794578,3.190333,pre
648,1.519,3.234667,pre
649,1.214307,2.473346,pre
650,1.194207,1.476814,pre
651,0.732629,2.553832,pre
652,1.255992,3.074026,pre
653,0.539101,3.786004,pre
654,0.851598,3.822274,pre
655,0.520437,2.849516,pre
656,0.652257,3.034312,pre
657,1.128766,2.233707,pre
658,0.846663,2.509319,pre
659,0.509363,3.196846,pre
660,0.886431,4.725594,pre
661,0.893531,1.897949,pre
662,0.888223,2.930558,pre
663,0.3289,2.466505,pre
664,0.980352,2.969817,pre
665,0.641355,3.787019,pre
666,1.078051,2.223287,pre
667,0.656631,2.690151,pre
668,0.919013,2.158734,pre
669,0.777484,3.093904,pre
670,0.830845,3.835413,pre
671,1.006632,2.829969,pre
672,0.800321,2.486027,pre
673,1.480698,2.897778,pre
674,1.122743,3.890135,pre
675,1.024737,3.529043,pre
676,0.868367,2.483377,pre
677,0.515778,2.251615,pre
678,0.666081,2.329078,pre
679,1.061478,3.418256,pre
680,0.857614,2.815046,pre
681,1.256114,3.216706,pre
682,0.92445600000000006,2.623703,pre
683,0.892609,3.441854,pre
684,0.78641,2.450763,pre
685,0.649492,3.458367,pre
686,0.536422,2.609118,pre
687,0.727814,2.170273,pre
688,0.705128,2.622071,pre
689,0.655827,3.462532,pre
690,0.969646,2.915983,pre
691,0.568916,2.258289,pre
692,0.530716,2.828315,pre
693,0.397694,3.918409,pre
694,0.676973,2.805329,pre
695,0.455608,1.995615,pre
696,0.855306,2.882636,pre
697,0.741208,2.125372,pre
698,0.42298,4.309954,pre
699,0.249367,3.586835,pre
700,0.393325,3.308375,pre
701,0.822422,1.902119,pre
702,0.422162,3.410096,pre
703,1.036106,1.674362,pre
704,0.51563,2.471657,pre
705,0.949266,1.71741,pre
706,0.40328,1.799195,pre
707,0.228415,2.933562,pre
708,0.518412,2.398269,pre
709,0.330015,1.765955,pre
710,0.098936,2.472234,pre
711,0.400576,2.200323,pre
712,0.358214,2.525816,pre
713,0.847062,1.459568,pre
714,0.280718,2.621163,pre
715,0.702627,2.023393,pre
716,0.175457,3.072517,pre
717,0.689696,1.709632,pre
718,0.7164,2.495264,pre
719,0.608014,2.115271,pre
720,0.65948,1.968733,pre
721,-0.532154,2.660601,pre
722,0.553102,2.332555,pre
723,0.406401,4.368929,pre
724,0.469089,3.107465,pre
725,-0.001562,2.787288,pre
726,0.131703,2.5704920000000002,pre
727,0.456581,1.716156,pre
728,0.080696,1.963963,pre
729,0.137461,2.941725,pre
730,-0.089388,2.353356,pre
731,-0.29911,3.574768,pre
732,0.737733,2.405083,pre
733,-0.021085,2.478932,pre
734,0.435941,2.126175,pre
735,0.12261,1.808408,pre
736,-0.064237,1.790257,pre
737,0.191437,2.080443,pre
738,0.713724,1.999474,pre
739,0.14674,1.90807,pre
740,0.091284,2.400402,pre
741,-0.030778,1.848317,pre
742,0.412428,1.686432,pre
743,0.121583,1.650879,pre
744,0.319078,1.755607,pre
745,0.552365,1.613359,pre
746,-0.153748,2.243221,pre
747,0.232994,2.146061,pre
748,0.047309,1.529426,pre
749,0.311932,1.246212,pre
750,-0.175909,1.485084,pre
751,-0.281491,2.280794,pre
752,-0.12327,1.558634,pre
753,0.109336,2.792809,pre
754,0.11568,1.684481,pre
755,-0.508136,2.740277,pre
756,-0.044928,1.543832,pre
757,0.080962,1.144105,pre
758,-0.030348,1.608705,pre
759,-0.091232,1.458027,pre
760,-0.011795,1.11944,pre
761,-0.29315600000000003,1.412039,pre
762,-0.164626,1.513681,pre
763,-0.120881,2.482256,pre
764,0.22898,1.376741,pre
765,0.120454,1.889767,pre
766,-0.148762,1.267316,pre
767,-0.246546,1.914973,pre
768,-0.206021,2.291415,pre
769,-0.207074,1.760546,pre
770,-0.170785,1.904997,pre
771,-0.832986,0.587849,pre
772,-0.152074,1.752017,pre
773,-0.513634,1.448129,pre
774,0.02171,1.637336,pre
775,-0.170055,0.964714,pre
776,-0.546671,1.139546,pre
777,-0.822513,1.56963,pre
778,-0.963812,1.090316,pre
779,-0.247046,1.197128,pre
780,-0.479012,0.908486,pre
781,-0.175263,0.694065,pre
782,-0.637554,2.119943,pre
783,-0.343596,0.923627,pre
784,-0.957663,1.426612,pre
785,-0.144445,1.156892,pre
786,-0.480841,0.991668,pre
787,-0.571182,1.313681,pre
788,-0.342638,1.981688,pre
789,-0.457393,1.161413,pre
790,-0.750924,1.137205,pre
791,-0.299308,1.105276,pre
792,-0.720349,1.581678,pre
793,-0.683761,1.021146,pre
794,-0.358383,1.470616,pre
795,-0.531725,1.755694,pre
796,-1.054869,0.923561,pre
797,-0.295316,1.272297,pre
798,-0.749928,1.144171,pre
799,-0.614751,1.364514,pre
800,-0.837713,0.891063,pre
801,-0.682209,0.780198,pre
802,-0.538207,0.995676,pre
803,-0.787971,1.08778,pre
804,-0.539629,1.117063,pre
805,-0.729154,0.536333,pre
806,-0.757294,1.036541,pre
807,-0.854278,1.074893,pre
808,-0.621683,1.088671,pre
809,-0.62813,0.884309,pre
810,-0.820989,1.05551,pre
811,-0.485393,0.755399,pre
812,-0.748123,0.91887,pre
813,-0.730379,0.888706,pre
814,-0.728739,1.334438,pre
815,-0.903867,1.183852,pre
816,-0.836859,0.888949,pre
817,-0.742396,0.829513,pre
818,-0.540947,0.793687,pre
819,-0.569839,0.803333,pre
820,-0.718147,0.799748,pre
821,-0.985117,0.458292,pre
822,-0.90656,0.855064,pre
823,-0.546688,0.571784,pre
824,-0.925539,0.965902,pre
825,-0.646994,0.81874,pre
826,-1.09907,0.608845,pre
827,-0.899419,0.448497,pre
828,-0.87444,0.394925,pre
829,-0.87551,0.805055,pre
830,-0.528056,0.676197,pre
831,-0.676844,0.851301,pre
832,-0.846849,0.504566,pre
833,-0.578313,0.685269,pre
834,-0.484498,0.377908,pre
835,-0.360847,0.81958,pre
836,-0.679893,0.569376,pre
837,-0.991286,0.597113,pre
838,-0.691286,0.736135,pre
839,-0.459094,0.662827,pre
840,-0.876307,0.466719,pre
841,-1.019434,0.685081,pre
842,-0.48173,0.47604,pre
843,-0.376569,0.486928,pre
844,-0.86037,0.725517,pre
845,-1.053307,0.592979,pre
846,-1.492033,0.336859,pre
847,-1.027685,0.736628,pre
848,-0.394566,0.433444,pre
849,-0.824138,0.553839,pre
850,-1.030064,0.435628,pre
851,-1.293031,0.524703,pre
852,-1.024761,0.616705,pre
853,-1.205339,0.524181,pre
854,-0.43305,0.641462,pre
855,-0.712014,0.466701,pre
856,-0.774258,0.451917,pre
857,-1.178705,0.413594,pre
858,-0.73413,0.499096,pre
859,-1.367084,0.488445,pre
860,-1.20875,0.442296,pre
861,-0.797437,0.609704,pre
862,-0.863896,0.446188,pre
863,-1.38334,0.447503,pre
864,-1.096657,0.481429,pre
865,-0.925388,0.388916,pre
866,-1.103312,0.416152,pre
867,-1.011953,0.463941,pre
868,-0.774823,0.562366,pre
869,-0.81869,0.570908,pre
870,-1.182763,0.510488,pre
871,-1.035903,0.360517,pre
872,-1.004263,0.380761,pre
873,-0.983202,0.598803,pre
874,-0.767291,0.385036,pre
875,-0.885192,0.575597,pre
876,-1.052487,0.354539,pre
877,-1.215868,0.412745,pre
878,-0.919231,0.427714,pre
879,-1.420739,0.402593,pre
880,-0.7384,0.57894,pre
881,-0.518809,0.526414,pre
882,-0.691866,0.433049,pre
883,-1.299864,0.58382,pre
884,-1.036066,0.580618,pre
885,-1.112479,0.668288,pre
886,-0.978342,0.479072,pre
887,-0.944695,0.387147,pre
888,-0.851533,0.487019,pre
889,-0.569203,0.613802,pre
890,-0.592458,0.417492,pre
891,-1.001379,0.384829,pre
892,-0.797562,0.598918,pre
893,-0.552846,0.719208,pre
894,-0.592283,0.437922,pre
895,-1.378622,0.335916,pre
896,-1.052935,0.236051,pre
897,-0.90549,0.378385,pre
898,-0.562645,0.713064,pre
899,-1.187228,0.441724,pre
900,-0.95214,0.333628,pre
901,-1.397557,0.27681,pre
902,-0.395354,0.349201,pre
